"","Space","Rooms","Price","Height","CurrentFloor","TotalFloors","BuildingType","Condition","Baths","Region"
"3013",92,4,59000,2.8,3,9,"Stone","Newly repaired","1","Malatia-Sebastia"
"3014",98,4,62000,2.8,5,9,"Stone","Newly repaired","1","Shengavit"
"3015",80,3,77000,2.8,5,5,"Stone","Newly repaired","1","Center"
"3016",60,3,63000,3,1,5,"Stone","Newly repaired","1","Center"
"3017",90,4,59000,2.8,7,9,"Stone","Newly repaired","1","Shengavit"
"3018",82,3,55000,2.8,4,9,"Stone","Newly repaired","1","Shengavit"
"3019",46,2,45000,3,7,12,"Stone","Newly repaired","1","Achapnyak"
"3020",96,4,160000,2.8,2,9,"Stone","Newly repaired","1","Center"
"3021",80,3,70000,3,4,4,"Stone","Newly repaired","1","Center"
"3022",67,2,60000,3,3,12,"Stone","Newly repaired","1","Achapnyak"
"3023",67,3,68000,2.8,5,9,"Stone","Newly repaired","1","Center"
"3024",110,3,77000,2.8,9,16,"Stone","Newly repaired","1","Center"
"3025",94,3,75000,3,9,9,"Stone","Newly repaired","1","Center"
"3026",96,3,63000,2.8,7,12,"Stone","Newly repaired","1","Center"
"3027",100,4,48000,2.8,3,5,"Stone","Newly repaired","1","Qanaqer-Zeytun"
"3028",79,3,61000,2.8,2,5,"Stone","Newly repaired","1","Nor Norq"
"3029",59,2,52000,2.8,2,5,"Stone","Newly repaired","1","Arabkir"
"3030",52,2,37000,2.8,1,5,"Stone","Newly repaired","1","Nor Norq"
"3031",31,1,40000,2.8,1,5,"Stone","Newly repaired","1","Erebuni"
"3032",84,4,73000,2.8,3,5,"Stone","Newly repaired","1","Nor Norq"
"3033",74,3,62000,2.8,1,5,"Stone","Newly repaired","1","Arabkir"
"3034",48,1,26000,2.8,9,9,"Stone","Newly repaired","1","Malatia-Sebastia"
"3035",91,3,42000,2.8,1,4,"Stone","Newly repaired","1","Shengavit"
"3036",66,2,44000,2.8,7,9,"Stone","Newly repaired","1","Qanaqer-Zeytun"
"3037",60,2,42000,2.8,7,9,"Stone","Newly repaired","1","Malatia-Sebastia"
"3038",75,3,60000,2.8,1,9,"Stone","Newly repaired","1","Avan"
"3039",63,2,45000,2.8,12,12,"Stone","Newly repaired","1","Nor Norq"
"3040",250,4,82000,2.8,3,3,"Stone","Newly repaired","1","Qanaqer-Zeytun"
"3041",80,3,48000,2.8,9,9,"Stone","Newly repaired","1","Shengavit"
"3042",88,3,60000,2.8,1,3,"Stone","Newly repaired","1","Shengavit"
"3043",73,3,40000,2.8,1,7,"Stone","Newly repaired","1","Avan"
"3044",75,3,80000,2.8,8,11,"Stone","Newly repaired","1","Davtashen"
"3045",60,2,38000,2.8,5,9,"Stone","Newly repaired","1","Avan"
"3046",102,3,59000,2.8,13,16,"Stone","Newly repaired","1","Nor Norq"
"3047",44,1,50000,2.8,2,6,"Stone","Newly repaired","1","Qanaqer-Zeytun"
"3048",107,2,150000,3.2,4,4,"Stone","Newly repaired","1","Center"
"3049",65,2,80000,3.2,5,6,"Stone","Newly repaired","1","Center"
"3050",92,3,93000,2.8,3,12,"Stone","Newly repaired","1","Arabkir"
"3051",96,3,85000,2.8,3,9,"Stone","Newly repaired","1","Center"
"3052",50,3,70000,2.8,7,9,"Stone","Newly repaired","1","Center"
"3053",74,3,65000,2.8,4,5,"Stone","Newly repaired","1","Arabkir"
"3054",87,3,75000,2.8,7,10,"Stone","Newly repaired","1","Center"
"3055",89,4,48500,2.8,7,9,"Stone","Newly repaired","1","Erebuni"
"3056",78,3,65000,3,9,9,"Stone","Newly repaired","1","Center"
"3057",75,3,77000,2.8,9,9,"Stone","Newly repaired","2","Center"
"3058",82,3,74000,3,4,5,"Stone","Newly repaired","1","Center"
"3059",67,2,71000,2.8,2,5,"Stone","Newly repaired","1","Center"
"3060",62,3,70000,2.8,2,9,"Stone","Newly repaired","2","Center"
"3061",97,4,70000,2.8,1,5,"Stone","Newly repaired","1","Arabkir"
"3062",82,3,79000,3,1,16,"Stone","Newly repaired","1","Center"
"3063",77,4,78000,2.8,1,14,"Stone","Newly repaired","1","Arabkir"
"3064",78,3,70000,3,1,6,"Stone","Newly repaired","1","Arabkir"
"3065",37,1,70000,3.8,5,5,"Stone","Newly repaired","1","Center"
"3066",100,3,75000,2.8,2,3,"Stone","Newly repaired","1","Center"
"3067",70,2,72000,2.8,10,11,"Stone","Newly repaired","1","Center"
"3068",37,1,70000,2.8,5,5,"Stone","Newly repaired","1","Center"
"3069",37,1,70000,3,5,5,"Stone","Newly repaired","1","Center"
"3070",60,3,75000,2.8,5,5,"Stone","Newly repaired","1","Center"
"3071",120,5,70000,3,5,5,"Stone","Newly repaired","1","Arabkir"
"3072",74,3,70000,2.8,1,5,"Stone","Newly repaired","1","Arabkir"
"3073",82,3,77000,3,5,5,"Stone","Newly repaired","1","Arabkir"
"3074",80,3,77000,2.8,3,5,"Stone","Newly repaired","1","Arabkir"
"3075",80,3,170000,3,7,10,"Stone","Newly repaired","1","Center"
"3076",39,2,51000,3,2,5,"Stone","Newly repaired","1","Arabkir"
"3077",85,3,70000,3,3,5,"Stone","Newly repaired","1","Shengavit"
"3078",46,1,50000,3.2,2,5,"Stone","Newly repaired","1","Arabkir"
"3079",99,3,88000,3,2,11,"Stone","Newly repaired","1","Center"
"3080",95,3,84000,3.2,2,4,"Stone","Newly repaired","1","Center"
"3081",93,3,55000,2.8,2,5,"Stone","Newly repaired","1","Nor Norq"
"3082",65,3,42000,2.8,5,5,"Stone","Newly repaired","1","Nor Norq"
"3083",63,3,65000,2.8,4,5,"Stone","Newly repaired","1","Center"
"3084",40,2,49000,2.8,9,10,"Stone","Newly repaired","1","Center"
"3085",68,2,65000,2.8,8,9,"Stone","Newly repaired","1","Center"
"3086",90,3,65000,2.8,12,12,"Stone","Newly repaired","1","Center"
"3087",92,3,75000,2.8,9,9,"Stone","Newly repaired","1","Center"
"3088",85,3,103000,3,2,8,"Stone","Newly repaired","1","Arabkir"
"3089",70,2,72000,2.8,3,4,"Stone","Newly repaired","1","Center"
"3090",70,2,54000,2.8,3,10,"Stone","Newly repaired","1","Center"
"3091",65,2,59000,2.8,5,9,"Stone","Newly repaired","1","Arabkir"
"3092",115,4,95000,3,5,14,"Stone","Newly repaired","1","Center"
"3093",84,3,1e+05,3,13,14,"Stone","Newly repaired","1","Center"
"3094",70,3,75000,3,3,9,"Stone","Newly repaired","1","Center"
"3095",68,2,75000,3,7,9,"Stone","Newly repaired","1","Center"
"3096",60,2,78000,2.8,5,5,"Stone","Newly repaired","1","Arabkir"
"3097",85,3,65000,3.2,3,5,"Stone","Newly repaired","1","Shengavit"
"3098",70,3,103000,2.8,8,10,"Stone","Newly repaired","1","Center"
"3099",75,2,52000,2.8,9,9,"Stone","Newly repaired","1","Center"
"3100",100,3,63000,2.8,7,12,"Stone","Newly repaired","1","Center"
"3101",75,3,45000,2.8,5,5,"Stone","Newly repaired","2","Nor Norq"
"3102",72,2,65000,3,4,9,"Stone","Newly repaired","1","Center"
"3103",64,2,70000,2.8,2,5,"Stone","Newly repaired","1","Center"
"3104",48,2,70000,2.8,5,5,"Stone","Newly repaired","1","Center"
"3105",60,2,63000,2.8,1,5,"Stone","Newly repaired","1","Center"
"3106",85,3,65000,3,1,4,"Stone","Newly repaired","1","Shengavit"
"3107",70,3,54000,3.2,4,4,"Stone","Newly repaired","1","Shengavit"
"3108",43,2,56000,2.8,4,10,"Stone","Newly repaired","1","Arabkir"
"3109",98,4,78000,3.2,1,3,"Stone","Newly repaired","1","Shengavit"
"3110",140,3,540000,3.2,6,8,"Stone","Newly repaired","2","Center"
"3111",76,3,57000,2.8,1,9,"Stone","Newly repaired","1","Shengavit"
"3112",48,2,57000,2.8,1,5,"Stone","Newly repaired","1","Arabkir"
"3113",76,3,57000,2.8,4,4,"Stone","Newly repaired","1","Shengavit"
"3114",47,1,56000,2.8,4,10,"Stone","Newly repaired","1","Arabkir"
"3115",56,2,70000,2.8,4,5,"Stone","Newly repaired","1","Arabkir"
"3116",55,2,56000,2.8,4,5,"Stone","Newly repaired","1","Arabkir"
"3117",56,3,60000,2.8,7,7,"Stone","Newly repaired","1","Achapnyak"
"3118",50,2,43000,2.8,2,5,"Stone","Newly repaired","1","Nor Norq"
"3119",65,2,52000,2.8,10,10,"Stone","Newly repaired","1","Achapnyak"
"3120",80,3,58000,2.8,1,5,"Stone","Newly repaired","1","Nor Norq"
"3121",50,2,55000,2.8,5,5,"Stone","Newly repaired","1","Arabkir"
"3122",110,4,72000,2.8,13,14,"Stone","Newly repaired","1","Avan"
"3123",100,3,72000,2.8,5,5,"Stone","Newly repaired","3","Shengavit"
"3124",76,2,74000,2.8,3,4,"Stone","Newly repaired","1","Shengavit"
"3125",84,3,57000,2.8,3,9,"Stone","Newly repaired","1","Avan"
"3126",81,3,55000,2.8,9,14,"Stone","Newly repaired","1","Avan"
"3127",44,2,48000,3,5,5,"Stone","Newly repaired","1","Arabkir"
"3128",43,1,61000,2.8,6,10,"Stone","Newly repaired","1","Center"
"3129",60,3,53000,2.8,5,5,"Stone","Newly repaired","1","Shengavit"
"3130",37,2,51000,3,4,5,"Stone","Newly repaired","1","Arabkir"
"3131",78,3,50000,2.8,4,9,"Stone","Newly repaired","1","Nor Norq"
"3132",58,2,77000,3,10,10,"Stone","Newly repaired","1","Arabkir"
"3133",54,2,75000,2.8,4,4,"Stone","Newly repaired","1","Center"
"3134",38,2,60000,3.2,4,5,"Stone","Newly repaired","1","Arabkir"
"3135",35,1,46000,2.8,2,5,"Stone","Newly repaired","1","Arabkir"
"3136",35,1,51000,2.8,2,5,"Stone","Newly repaired","1","Arabkir"
"3137",80,3,63000,2.8,2,9,"Stone","Newly repaired","1","Avan"
"3138",88,3,67000,2.8,4,15,"Stone","Newly repaired","1","Arabkir"
"3139",96,4,72000,2.8,5,9,"Stone","Newly repaired","1","Avan"
"3140",37,1,50000,3,4,5,"Stone","Newly repaired","1","Arabkir"
"3141",70,3,63000,3,1,5,"Stone","Newly repaired","1","Center"
"3142",63,3,55000,2.8,1,4,"Stone","Newly repaired","1","Arabkir"
"3143",122,4,102000,3,7,9,"Stone","Newly repaired","1","Center"
"3144",96,3,60000,2.8,3,9,"Stone","Newly repaired","1","Davtashen"
"3145",81,3,67000,3,2,14,"Stone","Newly repaired","1","Davtashen"
"3146",75,3,55000,2.8,2,5,"Stone","Newly repaired","1","Erebuni"
"3147",75,3,55000,3.2,3,3,"Stone","Newly repaired","1","Achapnyak"
"3148",72,3,61000,3,1,5,"Stone","Newly repaired","1","Arabkir"
"3149",74,3,53000,2.8,3,5,"Stone","Newly repaired","1","Shengavit"
"3150",125,4,125000,3,3,3,"Stone","Newly repaired","2","Avan"
"3151",45,2,60000,2.8,1,3,"Stone","Newly repaired","1","Center"
"3152",66,2,73000,3.2,3,5,"Stone","Newly repaired","1","Arabkir"
"3153",53,2,60000,2.8,5,5,"Stone","Newly repaired","1","Center"
"3154",92,3,120000,3,6,9,"Stone","Newly repaired","1","Avan"
"3155",73,3,40000,2.8,6,9,"Stone","Newly repaired","1","Erebuni"
"3156",45,2,35000,2.8,3,5,"Stone","Newly repaired","1","Nor Norq"
"3157",47,2,72000,3.2,5,5,"Stone","Newly repaired","1","Center"
"3158",70,2,47000,3,1,5,"Stone","Newly repaired","1","Nor Norq"
"3159",90,4,78000,2.8,4,5,"Stone","Newly repaired","1","Arabkir"
"3160",68,3,69000,3,8,9,"Stone","Newly repaired","1","Center"
"3161",82,3,67000,2.8,5,9,"Stone","Newly repaired","1","Arabkir"
"3162",100,3,45000,2.8,3,5,"Stone","Newly repaired","1","Qanaqer-Zeytun"
"3163",83,3,57000,3,5,5,"Stone","Newly repaired","1","Arabkir"
"3164",90,3,75000,2.8,8,9,"Stone","Newly repaired","1","Arabkir"
"3165",73,3,75000,2.8,2,6,"Stone","Newly repaired","1","Arabkir"
"3166",67,2,48000,2.8,9,9,"Stone","Newly repaired","1","Davtashen"
"3167",75,3,58000,2.8,5,9,"Stone","Newly repaired","1","Davtashen"
"3168",92,3,64000,2.8,7,14,"Stone","Newly repaired","1","Davtashen"
"3169",61,3,55000,2.8,15,16,"Stone","Newly repaired","1","Arabkir"
"3170",61,2,57000,2.8,15,16,"Stone","Newly repaired","1","Arabkir"
"3171",77,3,73000,3.2,9,9,"Stone","Newly repaired","1","Arabkir"
"3172",64,2,53000,2.8,6,14,"Stone","Newly repaired","1","Davtashen"
"3173",68,2,55000,3,3,11,"Stone","Newly repaired","1","Davtashen"
"3174",72,3,79000,3.2,3,4,"Stone","Newly repaired","1","Center"
"3175",84,3,75000,2.8,2,4,"Stone","Newly repaired","1","Center"
"3176",68,3,72000,2.8,4,9,"Stone","Newly repaired","1","Center"
"3177",36,1,65000,2.8,3,5,"Stone","Newly repaired","1","Center"
"3178",96,4,63000,2.8,8,12,"Stone","Newly repaired","1","Center"
"3179",75,3,55000,3,2,5,"Stone","Newly repaired","1","Erebuni"
"3180",44,2,68000,3.2,3,4,"Stone","Newly repaired","1","Center"
"3181",85,3,68000,3,4,4,"Stone","Newly repaired","1","Qanaqer-Zeytun"
"3182",100,3,64000,2.8,1,10,"Stone","Newly repaired","1","Achapnyak"
"3183",71,3,57000,2.8,4,5,"Stone","Newly repaired","1","Achapnyak"
"3184",87,3,73000,3.2,4,4,"Stone","Newly repaired","1","Center"
"3185",74,2,55000,3,6,9,"Stone","Newly repaired","1","Center"
"3186",40,1,38000,2.8,3,5,"Stone","Newly repaired","1","Arabkir"
"3187",97,3,65000,2.8,12,16,"Stone","Newly repaired","1","Arabkir"
"3188",96,3,57000,2.8,8,12,"Stone","Newly repaired","1","Center"
"3189",78,3,65000,2.8,4,5,"Stone","Newly repaired","1","Erebuni"
"3190",120,4,55000,2.8,14,14,"Stone","Newly repaired","1","Achapnyak"
"3191",53,3,39000,2.8,1,9,"Stone","Newly repaired","1","Nor Norq"
"3192",83,3,70000,2.8,8,14,"Stone","Newly repaired","1","Arabkir"
"3193",85,3,60000,3,9,12,"Stone","Newly repaired","1","Nor Norq"
"3194",84,3,63000,3,4,12,"Stone","Newly repaired","1","Nor Norq"
"3195",37,1,63000,2.8,3,5,"Stone","Newly repaired","1","Center"
"3196",120,4,105000,3,1,3,"Stone","Newly repaired","1","Arabkir"
"3197",113,3,165000,3.2,5,6,"Stone","Newly repaired","1","Center"
"3198",135,4,152000,2.8,1,8,"Stone","Newly repaired","1","Center"
"3199",104,4,140000,3.2,8,17,"Stone","Newly repaired","1","Arabkir"
"3200",63,2,120000,3,6,14,"Stone","Newly repaired","1","Center"
"3201",70,3,95000,3.2,4,5,"Stone","Newly repaired","1","Arabkir"
"3202",100,3,90000,2.8,10,10,"Stone","Newly repaired","1","Arabkir"
"3203",155,4,93000,2.8,5,5,"Stone","Newly repaired","1","Arabkir"
"3204",86,2,95000,3,8,9,"Stone","Newly repaired","1","Arabkir"
"3205",84,4,70000,3,1,5,"Stone","Newly repaired","1","Shengavit"
"3206",87,4,72000,2.8,7,9,"Stone","Newly repaired","1","Center"
"3207",48,2,74000,3.2,2,5,"Stone","Newly repaired","1","Center"
"3208",52,2,55000,2.8,5,7,"Stone","Newly repaired","1","Arabkir"
"3209",52,2,65000,3,3,14,"Stone","Newly repaired","1","Center"
"3210",45,2,60000,3,2,8,"Stone","Newly repaired","1","Arabkir"
"3211",57,2,52000,3.2,5,5,"Stone","Newly repaired","1","Arabkir"
"3212",106,3,65000,2.8,5,5,"Stone","Newly repaired","1","Qanaqer-Zeytun"
"3213",101,3,65000,3,6,6,"Stone","Newly repaired","1","Qanaqer-Zeytun"
"3214",86,3,58000,2.8,11,12,"Stone","Newly repaired","1","Arabkir"
"3215",65,3,65000,2.8,12,12,"Stone","Newly repaired","1","Arabkir"
"3216",60,2,62000,2.8,5,5,"Stone","Newly repaired","1","Arabkir"
"3217",76,3,48000,2.8,4,9,"Stone","Newly repaired","1","Avan"
"3218",100,4,72000,3.2,5,9,"Stone","Newly repaired","1","Arabkir"
"3219",86,4,75000,3,9,9,"Stone","Newly repaired","1","Center"
"3220",57,2,39000,2.8,5,5,"Stone","Newly repaired","1","Malatia-Sebastia"
"3221",58,2,45000,2.8,2,4,"Stone","Newly repaired","1","Achapnyak"
"3222",80,3,47000,2.8,16,16,"Stone","Newly repaired","1","Qanaqer-Zeytun"
"3223",53,2,60000,2.8,1,12,"Stone","Newly repaired","1","Achapnyak"
"3224",66,2,53000,3,8,12,"Stone","Newly repaired","1","Achapnyak"
"3225",43,1,63000,3.2,5,10,"Stone","Newly repaired","1","Center"
"3226",65,3,52000,3.2,10,10,"Stone","Newly repaired","1","Achapnyak"
"3227",92,4,53000,3,5,5,"Stone","Newly repaired","1","Malatia-Sebastia"
"3228",53,2,67000,2.8,2,10,"Stone","Newly repaired","1","Center"
"3229",67,2,52000,2.8,8,10,"Stone","Newly repaired","1","Erebuni"
"3230",67,2,53000,2.8,4,4,"Stone","Newly repaired","1","Erebuni"
"3231",78,3,61000,2.8,4,5,"Stone","Newly repaired","1","Erebuni"
"3232",74,3,72000,2.8,3,5,"Stone","Newly repaired","1","Arabkir"
"3233",68,2,41000,2.8,4,9,"Stone","Newly repaired","1","Avan"
"3234",79,3,67000,2.8,1,7,"Stone","Newly repaired","1","Arabkir"
"3235",90,3,140000,3,3,5,"Stone","Newly repaired","1","Arabkir"
"3236",100,3,123000,2.8,5,9,"Stone","Newly repaired","1","Center"
"3237",55,1,80000,2.8,2,4,"Stone","Newly repaired","1","Center"
"3238",68,2,63000,2.8,3,9,"Stone","Newly repaired","1","Arabkir"
"3239",190,4,240000,3,5,6,"Stone","Newly repaired","1","Arabkir"
"3240",40,2,62000,2.8,3,4,"Stone","Newly repaired","1","Arabkir"
"3241",65,2,63000,3,1,5,"Stone","Newly repaired","1","Arabkir"
"3242",85,3,60000,3,13,14,"Stone","Newly repaired","1","Malatia-Sebastia"
"3243",69,2,75000,3,11,12,"Stone","Newly repaired","1","Arabkir"
"3244",90,3,74000,3,11,16,"Stone","Newly repaired","1","Arabkir"
"3245",92,3,72000,2.8,7,12,"Stone","Newly repaired","1","Arabkir"
"3246",53,2,55000,2.8,5,5,"Stone","Newly repaired","1","Arabkir"
"3247",70,2,80000,3,6,9,"Stone","Newly repaired","1","Qanaqer-Zeytun"
"3248",66,3,70000,3,3,4,"Stone","Newly repaired","1","Qanaqer-Zeytun"
"3249",57,2,67000,2.8,8,14,"Stone","Newly repaired","1","Nor Norq"
"3250",118,4,65000,3,13,14,"Stone","Newly repaired","1","Achapnyak"
"3251",86,3,65000,3,2,7,"Stone","Newly repaired","1","Shengavit"
"3252",43,2,48000,3,4,7,"Stone","Newly repaired","1","Achapnyak"
"3253",104,4,40000,3,16,16,"Stone","Newly repaired","1","Nor Norq"
"3254",65,3,39000,3,3,5,"Stone","Newly repaired","1","Nor Norq"
"3255",68,3,41000,3,6,10,"Stone","Newly repaired","1","Nor Norq"
"3256",65,2,41000,3,3,3,"Stone","Newly repaired","1","Shengavit"
"3257",54,2,45000,3,1,4,"Stone","Newly repaired","1","Achapnyak"
"3258",53,2,52000,3,1,5,"Stone","Newly repaired","1","Arabkir"
"3259",45,2,67000,3.2,2,5,"Stone","Newly repaired","1","Arabkir"
"3260",64,2,53000,3.2,4,4,"Stone","Newly repaired","1","Arabkir"
"3261",60,2,67000,2.6,5,5,"Stone","Newly repaired","1","Arabkir"
"3262",58,2,62000,2.6,5,5,"Stone","Newly repaired","1","Arabkir"
"3263",82,3,55000,3,16,16,"Stone","Newly repaired","1","Arabkir"
"3264",65,2,69000,3.2,5,5,"Stone","Newly repaired","1","Arabkir"
"3265",80,3,85000,3,2,3,"Stone","Newly repaired","1","Avan"
"3266",118,3,89000,2.8,8,14,"Stone","Newly repaired","1","Achapnyak"
"3267",118,4,79000,3,7,10,"Stone","Newly repaired","1","Arabkir"
"3268",71,3,58000,3,6,9,"Stone","Newly repaired","1","Arabkir"
"3269",107,4,77000,3,5,10,"Stone","Newly repaired","1","Erebuni"
"3270",82,3,83000,3,2,5,"Stone","Newly repaired","1","Arabkir"
"3271",83,3,55000,3,1,16,"Stone","Newly repaired","1","Arabkir"
"3272",95,4,70000,2.8,12,14,"Stone","Newly repaired","1","Davtashen"
"3273",61,2,56000,3,2,5,"Stone","Newly repaired","1","Arabkir"
"3274",61,2,71000,2.8,7,9,"Stone","Newly repaired","1","Center"
"3275",68,2,75000,2.8,7,9,"Stone","Newly repaired","1","Center"
"3276",80,4,57000,2.8,2,9,"Stone","Newly repaired","1","Avan"
"3277",43,1,70000,2.8,2,9,"Stone","Newly repaired","1","Center"
"3278",62,2,57000,3.2,2,4,"Stone","Newly repaired","1","Center"
"3279",40,1,50000,2.8,1,4,"Stone","Newly repaired","1","Norq Marash"
"3280",100,5,40000,2.8,15,16,"Stone","Newly repaired","1","Achapnyak"
"3281",70,2,66000,2.8,4,10,"Stone","Newly repaired","1","Achapnyak"
"3282",48,2,39000,2.8,3,9,"Stone","Newly repaired","1","Erebuni"
"3283",49,2,52000,3,2,3,"Stone","Newly repaired","1","Nor Norq"
"3284",104,3,65000,2.8,3,5,"Stone","Newly repaired","1","Shengavit"
"3285",66,2,62000,3.2,5,5,"Stone","Newly repaired","1","Arabkir"
"3286",31,1,49000,2.8,4,5,"Stone","Newly repaired","1","Arabkir"
"3287",77,2,56000,2.8,12,16,"Stone","Newly repaired","1","Center"
"3288",80,3,52000,2.8,1,9,"Stone","Newly repaired","1","Achapnyak"
"3289",57,2,55000,3,5,5,"Stone","Newly repaired","1","Arabkir"
"3290",86,4,52000,2.8,2,9,"Stone","Newly repaired","1","Malatia-Sebastia"
"3291",120,3,70000,2.8,5,5,"Stone","Newly repaired","1","Arabkir"
"3292",69,2,73000,2.8,11,12,"Stone","Newly repaired","1","Arabkir"
"3293",60,2,75000,3.2,5,5,"Stone","Newly repaired","1","Arabkir"
"3294",43,2,79000,2.8,3,10,"Stone","Newly repaired","1","Center"
"3295",90,3,74000,2.8,11,16,"Stone","Newly repaired","1","Arabkir"
"3296",75,2,75000,2.8,7,9,"Stone","Newly repaired","1","Center"
"3297",110,3,68000,3,13,14,"Stone","Newly repaired","1","Avan"
"3298",88,3,85000,3,3,5,"Stone","Newly repaired","1","Arabkir"
"3299",70,2,72000,2.8,3,11,"Stone","Newly repaired","1","Center"
"3300",78,3,70000,2.8,2,7,"Stone","Newly repaired","1","Arabkir"
"3301",66,2,75000,3.2,3,5,"Stone","Newly repaired","1","Arabkir"
"3302",80,3,57000,2.8,2,9,"Stone","Newly repaired","1","Avan"
"3303",54,2,51500,2.8,5,5,"Stone","Newly repaired","1","Arabkir"
"3304",54,2,70000,3,3,4,"Stone","Newly repaired","1","Arabkir"
"3305",50,2,50000,3,1,9,"Stone","Newly repaired","1","Arabkir"
"3306",66,2,71000,2.8,6,9,"Stone","Newly repaired","1","Arabkir"
"3307",70,2,74000,2.8,11,12,"Stone","Newly repaired","1","Arabkir"
"3308",96,3,75000,3,3,9,"Stone","Newly repaired","1","Qanaqer-Zeytun"
"3309",82,3,51000,2.8,1,5,"Stone","Newly repaired","1","Erebuni"
"3310",73,3,39000,2.8,6,9,"Stone","Newly repaired","1","Erebuni"
"3311",64,3,36000,2.8,1,5,"Stone","Newly repaired","1","Erebuni"
"3312",96,3,60000,3.2,5,5,"Stone","Newly repaired","1","Shengavit"
"3313",86,3,65000,3.2,2,7,"Stone","Newly repaired","1","Shengavit"
"3314",77,1,75000,2.8,3,11,"Stone","Newly repaired","1","Center"
"3315",65,2,75000,2.8,8,10,"Stone","Newly repaired","1","Center"
"3316",68,2,67000,2.8,2,10,"Stone","Newly repaired","1","Center"
"3317",80,3,75000,2.8,4,4,"Stone","Newly repaired","2","Arabkir"
"3318",86,3,65000,2.8,11,12,"Stone","Newly repaired","2","Arabkir"
"3319",47,1,48000,2.8,8,9,"Stone","Newly repaired","1","Nor Norq"
"3320",80,3,40000,2.8,9,9,"Stone","Newly repaired","1","Malatia-Sebastia"
"3321",76,3,38000,2.8,2,4,"Stone","Newly repaired","1","Shengavit"
"3322",91,3,76000,2.8,9,9,"Stone","Newly repaired","1","Arabkir"
"3323",77,3,75000,2.8,1,5,"Stone","Newly repaired","1","Arabkir"
"3324",44,1,40500,2.8,2,10,"Stone","Newly repaired","1","Arabkir"
"3325",95,3,76000,2.8,14,16,"Stone","Newly repaired","1","Qanaqer-Zeytun"
"3326",54,3,66000,2.8,6,7,"Stone","Newly repaired","1","Arabkir"
"3327",38,1,47000,3,4,4,"Stone","Newly repaired","1","Arabkir"
"3328",90,3,69000,2.8,3,12,"Stone","Newly repaired","1","Arabkir"
"3329",73,2,80000,3,3,3,"Stone","Newly repaired","1","Arabkir"
"3330",54,2,75000,3,4,14,"Stone","Newly repaired","1","Center"
"3331",70,3,70000,2.8,2,9,"Stone","Newly repaired","1","Arabkir"
"3332",62,2,75000,3,5,5,"Stone","Newly repaired","2","Arabkir"
"3333",74,3,70000,2.8,3,5,"Stone","Newly repaired","1","Arabkir"
"3334",100,4,74000,2.8,10,16,"Stone","Newly repaired","1","Arabkir"
"3335",79,2,75000,3,2,5,"Stone","Newly repaired","1","Arabkir"
"3336",85,3,75000,2.8,8,9,"Stone","Newly repaired","1","Arabkir"
"3337",97,3,65000,2.8,5,5,"Stone","Newly repaired","2","Arabkir"
"3338",43,1,75000,2.8,11,11,"Stone","Newly repaired","1","Center"
"3339",84,2,70000,2.8,14,16,"Stone","Newly repaired","1","Center"
"3340",91,3,70000,2.8,3,9,"Stone","Newly repaired","1","Arabkir"
"3341",70,2,77000,2.8,3,4,"Stone","Newly repaired","1","Center"
"3342",60,2,72000,3,5,5,"Stone","Newly repaired","1","Arabkir"
"3343",69,2,75000,2.8,11,12,"Stone","Newly repaired","2","Arabkir"
"3344",65,2,74000,2.8,8,9,"Stone","Newly repaired","1","Arabkir"
"3345",94,3,70000,2.8,2,9,"Stone","Newly repaired","1","Arabkir"
"3346",88,3,77000,2.8,4,5,"Stone","Newly repaired","1","Arabkir"
"3347",70,3,72000,2.8,7,10,"Stone","Newly repaired","1","Arabkir"
"3348",75,3,73000,3,2,5,"Stone","Newly repaired","1","Arabkir"
"3349",76,3,71000,2.8,5,5,"Stone","Newly repaired","1","Arabkir"
"3350",74,3,76000,2.6,5,5,"Stone","Newly repaired","1","Arabkir"
"3351",74,3,46000,2.8,1,5,"Stone","Newly repaired","1","Achapnyak"
"3352",68,2,51000,2.8,11,14,"Stone","Newly repaired","1","Davtashen"
"3353",78,3,68000,3,6,6,"Stone","Newly repaired","1","Arabkir"
"3354",92,3,73000,2.8,6,9,"Stone","Newly repaired","1","Arabkir"
"3355",63,3,52000,2.8,3,16,"Stone","Newly repaired","1","Arabkir"
"3356",102,3,74000,2.8,16,16,"Stone","Newly repaired","1","Arabkir"
"3357",70,3,57000,2.8,1,4,"Stone","Newly repaired","1","Achapnyak"
"3358",72,3,65000,2.8,1,6,"Stone","Newly repaired","1","Arabkir"
"3359",77,3,72000,2.8,9,9,"Stone","Newly repaired","1","Arabkir"
"3360",81,3,66000,2.8,16,16,"Stone","Newly repaired","1","Arabkir"
"3361",65,3,64000,2.8,10,14,"Stone","Newly repaired","1","Arabkir"
"3362",71,3,63000,2.8,1,5,"Stone","Newly repaired","1","Arabkir"
"3363",64,1,43000,2.8,5,12,"Stone","Newly repaired","2","Achapnyak"
"3364",78,3,79500,2.8,2,5,"Stone","Newly repaired","1","Arabkir"
"3365",80,2,65000,2.8,7,12,"Stone","Newly repaired","1","Arabkir"
"3366",50,2,37000,2.8,16,18,"Stone","Newly repaired","1","Nor Norq"
"3367",55,2,67000,2.8,3,9,"Stone","Newly repaired","1","Arabkir"
"3368",38,2,41000,2.8,4,4,"Stone","Newly repaired","1","Arabkir"
